StockCode,Description,TotalRevenue,TotalQuantity,UniqueInvoices,UniqueCustomers
84898F,YELLOW FLOWERS FELT HANDBAG KIT,94.5,45,18,15
84905,PINK BUTTERFLY CUSHION COVER ,59.400000000000006,12,2,2
84906,PINK B'FLY C/COVER W BOBBLES,65.45,11,6,6
84906,PINK BUTTERFLY CUSHION COVER,33.15,17,4,3
84907,PINK YELLOW PATCH CUSHION COVER,38.25,5,3,3
84910A,PINK PAISLEY CUSHION COVER ,59.5,10,6,6
84912A,PINK ROSE WASHBAG,386.25,103,38,25
84912B,GREEN ROSE WASHBAG,555.0,148,46,32
84913A,SOFT PINK ROSE TOWEL ,172.05,37,10,10
84913B,MINT GREEN ROSE TOWEL,325.5,70,20,19
84915,HAND TOWEL PINK FLOWER AND DAISY,281.95,199,11,8
84916,HAND TOWEL PALE BLUE W FLOWERS,407.4,212,18,17
84917,WHITE HAND TOWEL WITH BUTTERFLY,400.5,170,14,13
84919,BLUE CUSHION COVER WITH FLOWER,201.55,29,9,9
84920,PINK FLOWER FABRIC PONY,266.25,71,26,22
84921,CREAM AND PINK FLOWERS PONY ,41.25,11,5,5
84922,PINK BUTTERFLY WASHBAG,34.0,8,5,5
84924A,WAKE UP COCKEREL CALENDAR SIGN ,281.13,72,24,21
84924F,PSYCHEDELIC METAL SIGN CALENDAR,7.9,10,3,3
84925D,LA PALMIERA WALL THERMOMETER,38.25,15,10,8
84925F,PSYCHEDELIC WALL THERMOMETER,109.93,79,14,14
84926A,WAKE UP COCKEREL TILE COASTER,198.08999999999997,597,31,24
84926D,LA PALMIERA TILE COASTER,266.64,705,31,25
84926E,FLOWERS TILE COASTER,322.88,966,37,32
84926F,PSYCHEDELIC TILE COASTER,178.0,423,23,18
84927A,WAKE UP COCKEREL TILE HOOK,53.85,46,14,12
84927D,LA PALMIERA TILE HOOK,39.39,44,11,9
84927E,FLOWERS TILE HOOK,71.82,57,11,10
84927F,PSYCHEDELIC TILE HOOK,166.35,295,40,36
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,545.16,2244,62,57
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,209.1,82,22,20
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,334.05,131,25,21
84944,SET OF 6 KASHMIR FOLKART BAUBLES,1014.75,563,71,62
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,8259.25,10267,306,208
84946,ANTIQUE SILVER T-LIGHT GLASS,15176.42,12949,534,348
84946,ANTIQUE SILVER TEA GLASS ETCHED,4016.75,3487,143,117
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,9271.84,8219,278,177
84949,SILVER HANGING T-LIGHT HOLDER,7173.45,4653,250,165
84950,ASSORTED COLOUR T-LIGHT HOLDER,1983.17,3349,87,66
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,314.27,362,33,26
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,318.44,334,31,24
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,146.21,38,6,6
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,247.46,145,13,10
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,225.0,140,9,7
84963A,PINK PAINTED KASHMIRI CHAIR,171.8,4,1,1
84963B,BLUE PAINTED KASHMIRI CHAIR,149.85000000000002,3,1,1
84968A,SET OF 16 VINTAGE ROSE CUTLERY,1787.85,147,48,32
84968B,SET OF 16 VINTAGE IVORY CUTLERY,25.5,2,2,2
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1198.5,94,48,36
84968D,SET OF 16 VINTAGE RED CUTLERY,814.92,62,31,27
84968E,SET OF 16 VINTAGE BLACK CUTLERY,1035.06,87,22,15
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,951.3,78,30,25
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1267.99,295,73,48
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5663.53,5699,336,234
84970S,HANGING HEART ZINC T-LIGHT HOLDER,6808.49,8444,412,271
84971S,SMALL HEART FLOWERS HOOK ,1365.5,1654,114,69
84974,S/2 ZINC HEART DESIGN PLANTERS,388.04999999999995,39,28,26
84975,HEART SHAPED MIRROR,8.45,5,2,2
84976,RECTANGULAR SHAPED MIRROR,420.68,502,29,27
84978,HANGING HEART JAR T-LIGHT HOLDER,12650.97,10961,572,304
84984A,GREEN PEONY CUSHION COVER,88.35,19,6,4
84984B,RED PEONY CUSHION COVER ,79.05,17,5,4
84984D,ORIENTAL RED CUSHION COVER ,60.45,13,4,3
84985A,SET OF 72 GREEN PAPER DOILIES,59.449999999999996,41,18,15
84987,SET OF 36 TEATIME PAPER DOILIES,4075.7799999999997,2926,240,201
84988,SET OF 72 PINK HEART PAPER DOILIES,5565.23,3953,307,209
84989A,75 GREEN FAIRY CAKE CASES,14.85,27,17,16
84990,60 GOLD AND SILVER FAIRY CAKE CASES,1.1,2,2,2
84991,60 TEATIME FAIRY CAKE CASES,8604.619999999999,17664,657,414
84992,72 SWEETHEART FAIRY CAKE CASES,6252.349999999999,13029,501,325
84993A,75 GREEN PETIT FOUR CASES,128.1,305,33,30
84993B,75 BLACK PETIT FOUR CASES,23.94,57,17,16
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,6599.06,1688,166,114
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,3019.23,837,68,55
84997B,CHILDRENS CUTLERY RETROSPOT RED ,9603.68,2492,229,157
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,5555.13,1543,97,80
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,4213.34,1170,97,80
84997C,CHILDRENS CUTLERY POLKADOT BLUE,9827.25,2523,211,150
84997D,CHILDRENS CUTLERY POLKADOT PINK,13788.300000000001,3528,323,208
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,5010.400000000001,1392,101,82
85006,SET 4 NURSERY DES ROUND BOXES,57.25,55,9,9
85008,SET OF 3 CONEY ISLAND OVAL BOXES,55.95,12,7,7
85014A,BLACK/BLUE POLKADOT UMBRELLA,6361.990000000001,1132,256,183
85014B,RED RETROSPOT UMBRELLA,10217.720000000001,1841,303,210
85015,SET OF 12  VINTAGE POSTCARD SET,1590.12,2128,113,103
85016,SET OF 6 VINTAGE NOTELETS KIT,459.0,522,25,22
85017A,ENVELOPE 50 ROMANTIC IMAGES,5.1,6,2,2
85017B,ENVELOPE 50 BLOSSOM IMAGES,491.55,947,74,65
85017C,ENVELOPE 50 CURIOUS IMAGES,26.17,49,10,10
85018D,YULETIDE IMAGES S/6 PAPER BOXES,30.6,12,7,6
85019A,ROMANTIC IMAGES NOTEBOOK SET,547.25,409,28,25
85019B,BLOSSOM  IMAGES NOTEBOOK SET,640.5,498,25,21
85019C,CURIOUS  IMAGES NOTEBOOK SET,262.25,181,10,9
85020,ROUND PINK HEART MIRROR,163.8,78,16,11
85023B,EAU DE NILE JEWELLED PHOTOFRAME,232.8,104,12,10
85024B,EAU DE NILE JEWELLED PHOTOFRAME,289.65000000000003,193,12,12
85024C,PINK SMALL JEWELLED PHOTOFRAME,19.799999999999997,12,9,8
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,471.15000000000003,303,21,20
85025C,PINK HEART SHAPE PHOTO FRAME,476.35,307,28,27
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,63.75,75,9,9
85027L,FRENCH CHATEAU LARGE PLATTER ,160.5,70,18,17
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,19.5,10,4,4
85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.599999999999994,24,8,8
85030,FRENCH CHATEAU OVAL PLATTER,29.25,15,6,6
85031A,ROMANTIC IMAGES SCRAP BOOK SET,45.9,16,7,7
85031B,BLOSSOM IMAGES SCRAP BOOK SET,4.95,1,1,1
85031C,CURIOUS IMAGES SCRAP BOOK SET,14.85,3,1,1
85032A,ROMANTIC IMAGES GIFT WRAP SET,679.15,737,96,82
85032B,BLOSSOM IMAGES GIFT WRAP SET,655.8000000000001,739,93,84
85032C,CURIOUS IMAGES GIFT WRAP SET,565.1,595,84,72
85032D,YULETIDE IMAGES GIFT WRAP SET,467.5,630,58,57
85034A,3 GARDENIA MORRIS BOXED CANDLES,840.29,489,67,58
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1357.44,880,90,80
85034C,3 ROSE MORRIS BOXED CANDLES,1555.64,1068,131,109
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,677.04,260,71,59
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,816.25,557,43,38
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1592.7,1090,107,86
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,631.03,199,52,48
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,553.58,352,42,40
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1013.52,726,76,66
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1985.8600000000001,1014,110,70
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,583.25,443,40,26
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,669.91,491,51,38
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,129.94,222,12,9
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1344.89,805,125,86
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,222.75,135,34,28
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,186.15,41,10,9
85047,WHITE BEADED GARLAND STRING 20LIGHT,19.049999999999997,3,2,2
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,9374.7,1266,214,170
85049A,TRADITIONAL CHRISTMAS RIBBONS,3602.8,2903,266,204
85049B,LUSH GREENS RIBBONS,67.5,54,13,13
85049C,ROMANTIC PINKS RIBBONS ,1468.85,1196,205,162
85049D,BRIGHT BLUES RIBBONS ,671.25,537,102,85
85049E,SCANDINAVIAN REDS RIBBONS,3492.2,2741,335,248
85049F,BABY BOOM RIBBONS ,467.5,374,85,70
85049G,CHOCOLATE BOX RIBBONS ,1917.58,1573,227,161
85049H,URBAN BLACK RIBBONS ,519.22,447,73,58
85053,FRENCH ENAMEL CANDLEHOLDER,3087.52,1541,233,157
85054,FRENCH ENAMEL POT W LID,1227.41,549,87,66
85055,FRENCH ENAMEL UTENSIL HOLDER,122.75,37,10,9
85059,FRENCH ENAMEL WATER BASIN,771.21,290,79,62
85061W,WHITE JEWELLED HEART DECORATION,1594.5,1968,108,77
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2214.87,1368,132,97
85064,CREAM SWEETHEART LETTER RACK,866.05,205,23,20
85066,CREAM SWEETHEART MINI CHEST,20448.17,1696,445,289
85067,CREAM SWEETHEART WALL CABINET,126.65,7,5,5
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,512.8,976,90,77
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,618.35,1245,103,88
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",313.78,607,72,62
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,205.98,362,64,58
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,376.5,1746,65,46
85084,HOLLY TOP CHRISTMAS STOCKING,14.45,17,6,6
85086A,CANDY SPOT HEART DECORATION,38.25,45,8,8
85087,CANDY SPOT CUSHION COVER,119.36000000000001,40,7,7
85088,CANDY SPOT HAND BAG,385.27000000000004,188,20,18
85089,CANDY SPOT BUNNY,38.35,13,5,5
85092,CANDY SPOT TEA COSY,40.05,27,2,2
85093,CANDY SPOT EGG WARMER HARE,227.48999999999998,451,20,20
85094,CANDY SPOT EGG WARMER RABBIT,122.75,501,30,29
85095,THREE CANVAS LUGGAGE TAGS,128.26,66,10,9
85096,HILDA CANDY SPOT RABBIT,75.0,20,11,10
85099B,JUMBO BAG RED RETROSPOT,85040.54000000001,46078,1600,635
85099C,JUMBO  BAG BAROQUE BLACK WHITE,23630.58,12771,649,306
85099F,JUMBO BAG STRAWBERRY,30569.32,16771,654,315
85103,SILVER T-LIGHT SETTING,545.45,91,6,6
85104,SILVER GLASS T-LIGHT SET,502.47999999999996,196,14,13
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,912.9599999999999,528,9,9
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,511.35,241,25,21
85109,PINK BOUDOIR T-LIGHT HOLDER,10.2,12,1,1
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,416.07,1395,51,40
85114A,BLACK ENCHANTED FOREST PLACEMAT,893.25,585,42,20
85114B,IVORY ENCHANTED FOREST PLACEMAT,624.45,393,51,36
85114C,RED ENCHANTED FOREST PLACEMAT,730.0500000000001,457,60,37
85116,BLACK CANDELABRA T-LIGHT HOLDER,702.8000000000001,694,37,30
85118,HEART T-LIGHT HOLDER,135.74,142,6,5
85123A,CREAM HANGING HEART T-LIGHT HOLDER,155.35,57,7,7
85123A,WHITE HANGING HEART T-LIGHT HOLDER,100392.1,36706,1971,856
85124B,BLUE JUICY FRUIT PHOTO FRAME,209.1,82,29,23
85124C,GREEN JUICY FRUIT PHOTO FRAME,214.2,84,31,23
85125,SMALL ROUND CUT GLASS CANDLESTICK,574.75,127,18,14
85127,SMALL SQUARE CUT GLASS CANDLESTICK,396.0,80,19,17
85129B,BEADED CRYSTAL HEART GREEN SMALL,124.11,101,16,10
85129C,BEADED CRYSTAL HEART BLUE SMALL,99.88,77,12,8
85129D,BEADED CRYSTAL HEART PINK SMALL,240.13,165,34,16
85130A,BEADED PEARL HEART WHITE LARGE,127.05,77,10,10
85130B,BEADED CRYSTAL HEART GREEN LARGE,707.7,816,50,44
85130C,BEADED CRYSTAL HEART BLUE  LARGE,424.06,478,43,37
85130D,BEADED CRYSTAL HEART PINK LARGE,526.38,552,51,41
85131A,BEADED PEARL HEART WHITE ON STICK,462.17,469,25,19
85131B,BEADED CRYSTAL HEART GREEN ON STICK,120.38,142,13,2
85131C,BEADED CRYSTAL HEART BLUE ON STICK,78.71,73,11,5
85131D,BEADED CRYSTAL HEART PINK ON STICK,113.09,115,12,5
85132A,CHARLIE + LOLA BISCUITS TINS,963.3499999999999,453,51,38
85132B,CHARLIE AND LOLA TABLE TINS,1048.35,513,60,44
85132C,CHARLIE AND LOLA FIGURES TINS,2817.7999999999997,1404,126,96
85135A,YELLOW DRAGONFLY HELICOPTER,119.25,15,6,6
85135B,BLUE DRAGONFLY HELICOPTER,373.65000000000003,47,34,28
85135C,RED DRAGONFLY HELICOPTER,620.1,78,49,41
85136A,YELLOW SHARK HELICOPTER,397.5,50,37,35
85136B,BLUE SHARK HELICOPTER,15.9,2,2,2
85136C,RED SHARK HELICOPTER,278.25,35,25,20
85141,JARDIN ETCHED GLASS FRUITBOWL,611.65,119,38,32
85144,JARDIN ETCHED GLASS BUTTER DISH,7.25,1,1,1
85144,JARDIN ETCHED GLASS CHEESE DISH,575.45,219,40,37
85145,JARDIN ETCHED GLASS LARGE BELL JAR,163.75,37,13,12
85146,JARDIN ETCHED GLASS SMALL BELL JAR,147.85000000000002,43,8,8
85150,LADIES & GENTLEMEN METAL SIGN,8696.58,3898,367,196
85152,HAND OVER THE CHOCOLATE   SIGN ,15484.51,8138,590,270
85159A,"BLACK TEA,COFFEE,SUGAR JARS",779.4499999999999,451,45,38
85159B,"WHITE TEA,COFFEE,SUGAR JARS",1134.5,622,59,45
85160B,BLACK BIRD GARDEN DESIGN MUG,46.11,105,15,15
85161,ACRYLIC GEOMETRIC LAMP,221.4,12,9,8
85163A,WHITE BAROQUE WALL CLOCK ,349.95,45,18,15
85163B,BLACK BAROQUE WALL CLOCK ,333.6,44,14,10
85167B,BLACK GRAND BAROQUE PHOTO FRAME,93.0,48,7,7
85168B,BLACK BAROQUE CARRIAGE CLOCK,149.67,17,7,5
85169A,IVORY LOVE BIRD CANDLE,496.72,502,48,44
85169B,BLACK LOVE BIRD CANDLE,191.49,201,25,17
85169C,EAU DE NIL LOVE BIRD CANDLE,353.72,336,21,14
85169D,PINK LOVE BIRD CANDLE,236.48000000000002,232,22,20
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,2.1,1,1,1
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,195.9,179,23,13
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,366.23,252,29,26
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,497.21,355,51,30
85172,HYACINTH BULB T-LIGHT CANDLES,544.3199999999999,1296,40,34
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,628.47,434,49,40
85174,S/4 CACTI CANDLES,1965.87,493,80,55
85175,CACTI T-LIGHT CANDLES,2065.22,5185,130,84
85176,SEWING SUSAN 21 NEEDLE SET,542.24,626,75,50
85177,BASKET OF FLOWERS SEWING KIT,599.76,774,42,40
85178,VICTORIAN SEWING KIT,2640.94,2370,98,77
85179A,GREEN BITTY LIGHT CHAIN,188.31,119,17,15
85179C,PINK BITTY LIGHT CHAIN,89.65,69,7,7
85180A,RED HEARTS LIGHT CHAIN ,844.34,434,37,32
85180B,PINK HEARTS LIGHT CHAIN ,381.0,196,21,19
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,805.75,657,81,60
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1228.25,977,106,84
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2025.1000000000001,1368,92,82
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,441.53000000000003,151,44,38
85185B,PINK HORSE SOCK PUPPET,688.8000000000001,240,45,40
85185B,PINK HORSE SOCK PUPPET KIT,123.9,42,14,13
85185D,FROG SOCK PUPPET,44.25000000000001,15,8,7
85186A,EASTER BUNNY GARLAND OF FLOWERS,200.34,477,37,35
85186C,BUNNY EGG GARLAND,173.46,413,33,32
85187,S/12 MINI RABBIT EASTER,515.4,324,58,53
85188A,GREEN METAL SWINGING BUNNY,256.7,302,34,29
85188B,PINK METAL SWINGING BUNNY,63.74999999999999,75,8,8
85189,HANGING BUTTERFLY  EGG,7.6499999999999995,9,3,2
85194L,HANGING SPRING FLOWER EGG LARGE,746.28,900,56,52
85194S,HANGING SPRING FLOWER EGG SMALL,447.75,1163,55,50
85195,HANGING HEART BASKET,23.1,11,3,3
85197,SET OF 12 MINI BUNNIES IN A BUCKET,67.2,32,18,18
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,68.06,86,6,6
85199L,LARGE HANGING IVORY & RED WOOD BIRD,598.37,925,65,52
85199S,SMALL HANGING IVORY/RED WOOD BIRD,943.13,2227,157,101
85200,BUNNY EGG BOX,228.75,183,26,24
85202,HANGING WOOD AND FELT HEART,124.32,296,39,34
85203,HANGING WOOD AND FELT BUTTERFLY ,237.54,569,49,45
85204,HANGING WOOD AND FELT FLOWER,248.88,1871,42,40
85205B,PINK FELT EASTER RABBIT GARLAND,295.8,116,24,22
85206A,CREAM FELT EASTER EGG BASKET,1446.9,914,103,99
85206B,PINK FELT EASTER EGG BASKET,23.099999999999998,14,4,4
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,296.64000000000004,160,24,22
85211,S/4 GROOVY CAT MAGNETS,151.92,142,17,15
85212,MINI PAINTED GARDEN DECORATION ,702.4699999999999,2427,70,60
85213,MINI  ZINC GARDEN DECORATIONS ,297.89,809,24,23
85214,TUB 24 PINK FLOWER PEGS,169.95,103,43,36
85215,ASSORTED CHEESE FRIDGE MAGNETS,105.94999999999999,163,8,8
85216,ASSORTED CAKES FRIDGE MAGNETS,35.75,55,8,6
85224,ASSORTED COLOUR SILK GLASSES CASE,6.300000000000001,3,1,1
85225,BLING KEY RING STAND,6.25,6,3,3
85227,SET OF 6 3D KIT CARDS FOR KIDS,1097.73,1311,147,115
85230A,OPIUM SCENTED VOTIVE CANDLE,203.27999999999997,840,18,14
85230B,CINNAMON SCENTED VOTIVE CANDLE,326.23999999999995,1264,38,30
85230E,STRAWBRY SCENTED VOTIVE CANDLE,267.45,1101,24,17
85230F,JASMINE VOTIVE CANDLE,90.33999999999999,338,12,11
85230G,ORANGE VOTIVE CANDLE,257.03999999999996,1032,25,20
85231B,CINAMMON SET OF 9 T-LIGHTS,672.06,798,108,74
85231G,ORANGE SCENTED SET/9 T-LIGHTS,471.45,573,66,49
85232A,SET/3 POLKADOT STACKING TINS,349.5,74,25,22
85232B,SET OF 3 BABUSHKA STACKING TINS,1321.6499999999999,267,9,7
85232D,SET/3 DECOUPAGE STACKING TINS,827.7,174,53,45
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,65.45,11,6,6
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,17.85,3,2,2
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,35.7,6,4,4
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,8.5,2,1,1
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,17.0,4,2,2
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,8.5,2,2,2
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,21.25,5,3,3
90002D,FLOWER BURST SILVER RING CRYSTAL,37.5,10,6,5
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,22.5,6,3,3
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,45.0,12,5,5
90003D,CRYSTAL PAIR HEART HAIR SLIDES,67.5,18,7,7
90003E,GREEN PAIR HEART HAIR SLIDES,30.0,8,2,2
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,62.64999999999999,7,5,5
90010B,BLACK/WHITE GLASS/SILVER BRACELET,62.64999999999999,7,3,3
90010E,AMBER GLASS/SILVER BRACELET,89.5,10,7,7
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,2.95,1,1,1
90011B,BLACK CRYSTAL DROP EARRINGS,20.650000000000002,7,2,2
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,23.6,8,2,2
90012B,BLACK DROP CRYSTAL NECKLACE,35.400000000000006,12,2,2
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,60.0,16,3,3
90013C,GREEN VINTAGE EARRINGS ,41.25,11,4,4
90014A,SILVER M.O.P. ORBIT NECKLACE,23.6,8,3,3
90014A,SILVER/MOP ORBIT NECKLACE,79.6,8,7,5
90014B,GOLD M PEARL  ORBIT NECKLACE,79.6,8,6,5
90014B,GOLD M.O.P. ORBIT NECKLACE,5.9,2,2,2
90014C,SILVER AND BLACK ORBIT NECKLACE,2.95,1,1,1
90014C,SILVER/BLACK ORBIT NECKLACE,29.849999999999998,3,2,2
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,80.75,14,4,4
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,76.5,9,8,6
90018A,SILVER M.O.P ORBIT DROP EARRINGS,72.25,17,9,8
90018B,GOLD M.O.P ORBIT DROP EARRINGS,34.0,8,5,5
90018C,SILVER BLACK ORBIT DROP EARRINGS,25.5,6,3,3
90019A,SILVER M.O.P ORBIT BRACELET,89.10000000000001,18,9,8
90019B,GOLD M.O.P ORBIT BRACELET,9.9,2,2,2
90019C,SILVER BLACK ORBIT BRACELET,19.8,4,3,3
90021,LASER CUT MULTI STRAND NECKLACE,11.95,1,1,1
90022,EDWARDIAN DROP EARRINGS JET BLACK,30.0,8,4,4
90023,FILIGREE DIAMANTE EARRINGS,34.0,8,4,2
90024B,NEW BAROQUE B'FLY NECKLACE RED,34.0,4,2,2
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,17.0,2,1,1
90024D,NEW BAROQUE B'FLY NECKLACE PINK,8.5,1,1,1
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,17.0,2,1,1
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,7.5,2,2,2
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,3.75,1,1,1
90026A,GLASS BEAD HOOP NECKLACE BLACK,17.0,2,1,1
90026B,GLASS BEAD HOOP NECKLACE MONTANA,17.0,2,2,2
90026C,GLASS BEAD HOOP NECKLACE GREEN,25.5,3,2,2
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,25.5,3,3,3
90027A,GLASS BEAD HOOP EARRINGS BLACK,11.8,4,1,1
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,11.8,4,1,1
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,17.0,2,1,1
90029,NEW BAROQUE SMALL NECKLACE BLACK,25.5,3,2,2
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72.0,72,7,7
90030B,RED KUKUI COCONUT SEED NECKLACE,131.8,112,15,13
90030C,BROWN KUKUI COCONUT SEED NECKLACE,74.0,74,8,8
90031,BILI NUT AND WOOD NECKLACE,48.0,48,5,5
90032,IVORY SHELL HEART NECKLACE,90.67,19,6,4
90033,IVORY SHELL HEART EARRINGS,5.1,2,1,1
90035A,"PEARL & SHELL 42""NECKL. GREEN",43.0,4,2,1
90035C,"PEARL & SHELL 42""NECKL. IVORY",21.5,2,1,1
90036A,FLOWER GARLAND NECKLACE RED,47.7,6,4,3
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",31.8,4,2,2
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",47.7,6,2,2
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",87.45,11,4,4
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",55.650000000000006,7,5,4
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",31.8,4,1,1
90037B,TINY CRYSTAL BRACELET GREEN,15.3,6,1,1
90038A,GLASS AND PAINTED BEADS BRACELET TO,22.5,6,1,1
90038B,GLASS AND PAINTED BEADS BRACELET OL,22.5,6,1,1
90038C,GLASS AND BEADS BRACELET IVORY,22.5,6,1,1
90039A,FIRE POLISHED GLASS BRACELET RED,22.5,6,1,1
90039B,FIRE POLISHED GLASS BRACELET MONTAN,22.5,6,1,1
90039C,FIRE POLISHED GLASS BRACELET BLACK,3.75,1,1,1
90039D,FIRE POLISHED GLASS BRACELET GREEN,52.5,14,2,2
90040A,MURANO STYLE GLASS BRACELET RED,21.0,6,2,2
90040B,MURANO STYLE GLASS BRACELET BLACK,14.0,4,2,2
90040C,MURANO STYLE GLASS BRACELET GOLD,24.5,7,3,3
90041,PEARL AND CHERRY QUARTZ BRACLET,7.0,2,1,1
90042A,FRESHWATER PEARL BRACELET GOLD,7.6499999999999995,3,2,1
90043,COPPER AND BRASS BAG CHARM,24.810000000000002,4,2,2
90046,WHITE WITH METAL BAG CHARM,14.85,3,1,1
90048,GREEN WITH METAL BAG CHARM,14.85,3,1,1
90049,IVORY GOLD METAL BAG CHARM,34.77,5,3,2
90050,CRACKED GLAZE NECKLACE IVORY,41.7,6,2,2
90051,CRACKED GLAZE NECKLACE RED,41.7,6,3,3
90054,CRACKED GLAZE EARRINGS RED,2.55,1,1,1
90055,CRACKED GLAZE EARRINGS BROWN,2.55,1,1,1
90057,DIAMANTE RING ASSORTED IN BOX.,1311.3600000000001,1008,22,21
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,123.12,324,7,7
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,232.56,612,15,15
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,9.9,6,1,1
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,14.850000000000001,9,3,3
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,13.200000000000001,8,3,3
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,9.9,6,1,1
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,16.5,10,3,3
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,14.850000000000001,9,3,3
90060B,FIRE POLISHED GLASS NECKL GOLD,5.95,1,1,1
